start_date,end_date,id,name,version,standard_altitude,yaw_correction,pointing_altitudes,xml_file,description_short,description_long
2023-08-11 01:38:00,2023-08-11 03:38:00,3204,RAD0,01,-1,False,[-1],STP-MTS-3204_23081123080901RAD0.xml,,[]
2023-08-11 04:38:00,2023-08-11 06:38:00,3204,RAD1,01,-1,False,[-1],STP-MTS-3204_23081123080901RAD1.xml,,[]
2023-08-11 08:47:00,2023-08-11 10:47:00,3204,RAD8,01,-1,False,[-1],STP-MTS-3204_23081123080901RAD8.xml,,[]
2023-08-12 01:45:00,2023-08-12 03:45:00,3204,RAD2,01,-1,False,[-1],STP-MTS-3204_23081223080901RAD2.xml,,[]
2023-08-12 04:44:00,2023-08-12 06:44:00,3204,RAD3,01,-1,False,[-1],STP-MTS-3204_23081223080901RAD3.xml,,[]
2023-08-12 08:53:00,2023-08-12 10:53:00,3204,RAD9,01,-1,False,[-1],STP-MTS-3204_23081223080901RAD9.xml,,[]
2023-08-13 01:51:00,2023-08-13 03:51:00,3204,RAD4,01,-1,False,[-1],STP-MTS-3204_23081323080901RAD4.xml,,[]
2023-08-13 04:50:00,2023-08-13 06:50:00,3204,RAD5,01,-1,False,[-1],STP-MTS-3204_23081323080901RAD5.xml,,[]
2023-08-13 08:59:00,2023-08-13 10:59:00,3204,RAD10,01,-1,False,[-1],STP-MTS-3204_23081323080901RAD10.xml,,[]
2023-08-14 01:57:00,2023-08-14 03:57:00,3204,RAD6,01,-1,False,[-1],STP-MTS-3204_23081423080901RAD6.xml,,[]
2023-08-14 04:56:00,2023-08-14 06:56:00,3204,RAD7,01,-1,False,[-1],STP-MTS-3204_23081423080901RAD7.xml,,[]
2023-08-14 09:06:00,2023-08-14 11:06:00,3204,RAD11,01,-1,False,[-1],STP-MTS-3204_23081423080901RAD11.xml,,[]
