start_date,end_date,id,name,version,standard_altitude,yaw_correction,pointing_altitudes,xml_file,description_short,description_long
2024-07-13,2024-07-13 23:59:56,1109,CROPFN,02,92500,True,[],STP-MTS-1109_24071324070502CROPFN.xml,,[]
2024-07-15,2024-07-15 23:59:56,1109,CROPFN,02,92500,True,[],STP-MTS-1109_24071524070502CROPFN.xml,,[]
2024-07-17,2024-07-17 23:59:56,1109,CROPFN,02,92500,True,[],STP-MTS-1109_24071724070502CROPFN.xml,,[]
2024-07-19,2024-07-19 23:59:56,1109,CROPFN,02,92500,True,[],STP-MTS-1109_24071924070502CROPFN.xml,,[]
2024-07-21,2024-07-21 23:59:56,1109,CROPFN,02,92500,True,[],STP-MTS-1109_24072124070502CROPFN.xml,,[]
2024-07-23,2024-07-23 23:59:56,1109,CROPFN,02,92500,True,[],STP-MTS-1109_24072324070502CROPFN.xml,,[]
2024-07-25,2024-07-25 23:59:56,1109,CROPFN,02,92500,True,[],STP-MTS-1109_24072524070502CROPFN.xml,,[]
2024-07-27,2024-07-27 23:59:56,1109,CROPFN,02,92500,True,[],STP-MTS-1109_24072724070502CROPFN.xml,,[]
2024-07-29,2024-07-29 23:59:56,1109,CROPFN,02,92500,True,[],STP-MTS-1109_24072924070502CROPFN.xml,,[]
2024-07-29,2024-07-29 23:59:56,1109,CROPFN,02,92500,True,[],STP-MTS-1109_24072924071102CROPFN.xml,,[]
2024-07-31,2024-07-31 23:59:56,1109,CROPFN,02,92500,True,[],STP-MTS-1109_24073124071102CROPFN.xml,,[]
