start_date,end_date,id,name,version,standard_altitude,yaw_correction,pointing_altitudes,xml_file,description_short,description_long
2024-01-08 00:00:00,2024-01-08 23:59:56,1109,CROPFA,02,92500,False,[],STP-MTS-1109_24010824010202CROPFA.xml,,[]
2024-01-09 01:32:00,2024-01-09 02:02:00,3204,RAD1,01,-1,False,[-1],STP-MTS-3204_24010924010201RAD1.xml,,[]
2024-01-09 04:31:00,2024-01-09 05:01:00,3204,RAD2,01,-1,False,[-1],STP-MTS-3204_24010924010201RAD2.xml,,[]
2024-01-09 08:40:20,2024-01-09 09:10:20,3204,RAD3,01,-1,False,[-1],STP-MTS-3204_24010924010201RAD3.xml,,[]
2024-01-10 00:00:00,2024-01-10 23:59:56,1109,CROPFA,02,92500,False,[],STP-MTS-1109_24011024010202CROPFA.xml,,[]
2024-01-11 01:42:00,2024-01-11 02:12:00,3204,RAD4,01,-1,False,[-1],STP-MTS-3204_24011124010201RAD4.xml,,[]
2024-01-11 08:50:20,2024-01-11 09:20:20,3204,RAD5,01,-1,False,[-1],STP-MTS-3204_24011124010201RAD5.xml,,[]
2024-01-11 22:13:00,2024-01-11 22:43:00,3204,RAD6,01,-1,False,[-1],STP-MTS-3204_24011124010201RAD6.xml,,[]
2024-01-12 00:00:00,2024-01-12 23:59:56,1109,CROPFA,02,92500,False,[],STP-MTS-1109_24011224010202CROPFA.xml,,[]
2024-01-13 04:51:00,2024-01-13 05:21:00,3204,RAD7,01,-1,False,[-1],STP-MTS-3204_24011324010201RAD7.xml,,[]
2024-01-13 09:00:20,2024-01-13 09:30:20,3204,RAD8,01,-1,False,[-1],STP-MTS-3204_24011324010201RAD8.xml,,[]
2024-01-13 15:04:00,2024-01-13 15:34:00,3204,RAD9,01,-1,False,[-1],STP-MTS-3204_24011324010201RAD9.xml,,[]
2024-01-14 00:00:00,2024-01-14 23:59:56,1109,CROPFA,02,92500,False,[],STP-MTS-1109_24011424010202CROPFA.xml,,[]
