start_date,end_date,id,name,version,standard_altitude,yaw_correction,pointing_altitudes,xml_file,description_short,description_long
2023-10-30,2023-10-30 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_23103023102502CROPFS.xml,,[]
2023-10-31,2023-10-31 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_23103123102502CROPFS.xml,,[]
2023-11-01,2023-11-01 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_23110123102502CROPFS.xml,,[]
2023-11-02,2023-11-02 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_23110223102502CROPFS.xml,,[]
2023-11-03,2023-11-03 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_23110323102502CROPFS.xml,,[]
2023-11-04,2023-11-04 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_23110423102502CROPFS.xml,,[]
2023-11-05,2023-11-05 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_23110523102502CROPFS.xml,,[]
2023-11-06,2023-11-06 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_23110623102502CROPFS.xml,,[]
2023-11-07,2023-11-07 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_23110723102502CROPFS.xml,,[]
2023-11-08,2023-11-08 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_23110823102502CROPFS.xml,,[]
