start_date,end_date,id,name,version,standard_altitude,yaw_correction,pointing_altitudes,xml_file,description_short,description_long
2024-12-24,2024-12-24 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_24122424121902CROPFS.xml,,[]
2024-12-25,2024-12-25 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_24122524121902CROPFS.xml,,[]
2024-12-26,2024-12-26 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_24122624121902CROPFS.xml,,[]
2024-12-28,2024-12-28 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_24122824121902CROPFS.xml,,[]
2024-12-29,2024-12-29 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_24122924121902CROPFS.xml,,[]
2024-12-30,2024-12-30 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_24123024121902CROPFS.xml,,[]
2024-12-31,2024-12-31 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_24123124121902CROPFS.xml,,[]
2025-01-02,2025-01-02 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_25010224121902CROPFS.xml,,[]
2025-01-03,2025-01-03 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_25010324121902CROPFS.xml,,[]
2025-01-04,2025-01-04 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_25010424121902CROPFS.xml,,[]
2025-01-06,2025-01-06 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_25010624121902CROPFS.xml,,[]
2025-01-07,2025-01-07 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_25010724121902CROPFS.xml,,[]
2025-01-08,2025-01-08 23:59:56,1109,CROPFS,02,92500,False,[],STP-MTS-1109_25010824121902CROPFS.xml,,[]
